calc_id,geom_id,mol_id,molecule_id,label,code,root,basis,method,omegaA,omegaB,omegaC,ijk,value
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yxx,2118.802189358491
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yxy,-7177.598058493973
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yxz,9.181520207940139e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yyx,-7177.598058495211
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yyy,18488.940793018763
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yyz,-0.0002748871514788042
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yzx,9.181520816613868e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yzy,-0.0002748871543586276
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,yzz,-41.66573303698484
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,zxx,-0.0001593157447632026
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,zxy,9.075904548629945e-05
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,zxz,13.472270710441753
calc_69ef89e12c8d1502,geom_07e16bc524ecb278,C12H14N2O2,geom_07e16bc524ecb278,n6,madness,/home/ahurtado/Projects/gecko/tests/fixtures/calc_nlo_beta/NLO/madness/n6,,,-0.0,0.0,0.0,zyx,9.075904760588943e-05
